product_id,cluster
841,1199,8
842,1200,10
843,1202,5
844,1203,8
845,1204,4
846,1205,4
847,1206,8
848,1208,8
849,1210,8
850,1211,4
851,1212,4
852,1213,8
853,1214,8
854,1215,5
855,1216,8
856,1217,8
857,1218,8
858,1220,8
859,1222,6
860,1223,8
861,1224,8
862,1225,6
863,1226,4
864,1227,4
865,1228,8
866,1230,8
867,1231,8
868,1234,8
869,1236,3
870,1237,4
871,1238,4
872,1239,8
873,1241,8
874,1242,4
875,1244,9
876,1246,4
877,1247,7
878,1248,8
879,1249,3
880,1250,8
881,1252,8
882,1255,8
883,1256,3
884,1257,8
885,1259,4
886,1260,8
887,1261,8
888,1263,9
889,1264,8
890,1265,8
891,1266,4
892,1267,4
893,1271,6
894,1272,5
895,1273,8
896,1275,8
897,1276,4
898,1278,8
899,1279,8
900,1280,6
901,1281,4
902,1282,5
903,1284,8
904,1285,5
905,1288,8
906,1290,8
907,1292,8
908,1293,3
909,1296,8
910,1297,8
911,1298,6
912,1299,8
913,1300,9
914,1301,4
915,1302,4
916,1303,8
917,1305,8
918,1306,8
919,1308,3
920,1309,8
921,1310,8
922,1312,4
923,1313,8
924,1315,8
925,1316,1
926,1318,3
927,1319,8
928,1322,5
929,1323,8
930,1324,3
931,1326,8
932,1327,3
933,1328,8
934,1329,8
935,1330,4
936,1331,4
937,1332,4
938,1333,6
939,1334,8
940,1337,9
941,1338,3
942,1339,4
943,1340,8
944,1343,8
945,1344,3
946,1346,8
947,1348,8
948,1350,8
949,1352,4
950,1353,8
951,1354,4
952,1355,8
953,1356,8
954,1357,8
955,1358,8
956,1360,8
957,1361,4
958,1363,8
959,1364,8
960,1365,5
961,1367,4
962,1368,8
963,1370,4
964,1371,8
965,1372,8
966,1373,6
967,1374,8
968,1375,8
969,1376,1
970,1377,7
971,1380,6
972,1381,3
973,1382,8
974,1384,8
975,1385,7
976,1387,8
977,1388,6
978,1392,4
979,1397,7
980,1398,8
981,1400,8
982,1401,8
983,1404,4
984,1405,4
985,1407,8
986,1409,8
987,1410,8
988,1411,6
989,1412,8
990,1413,6
991,1414,8
992,1415,8
993,1416,8
994,1417,4
995,1419,8
996,1420,3
997,1421,8
998,1422,4
999,1424,4
1000,1426,8
1001,1429,9
1002,1430,8
1003,1432,6
1004,1434,8
1005,1435,8
1006,1436,8
1007,1437,4
1008,1439,8
1009,1441,7
1010,1442,8
1011,1443,4
1012,1444,9
1013,1445,8
1014,1446,5
1015,1447,8
1016,1448,8
1017,1449,7
1018,1451,8
1019,1452,8
1020,1453,8
1021,1455,4
1022,1456,4
1023,1458,4
1024,1459,4
1025,1460,8
1026,1461,4
1027,1462,4
1028,1463,8
1029,1464,5
1030,1466,4
1031,1467,8
1032,1470,9
1033,1472,6
1034,1473,6
1035,1474,3
1036,1475,8
1037,1476,8
1038,1477,4
1039,1478,8
1040,1479,9
1041,1480,6
1042,1482,4
1043,1483,7
1044,1484,7
1045,1486,6
1046,1487,9
1047,1488,3
1048,1490,9
1049,1491,10
1050,1492,4
1051,1495,11
1052,1496,8
1053,1498,3
1054,1500,8
1055,1501,9
1056,1503,4
1057,1504,4
1058,1505,4
1059,1506,8
1060,1507,8
1061,1508,8
1062,1509,8
1063,1511,8
1064,1513,4
1065,1514,8
1066,1515,4
1067,1516,6
1068,1517,5
1069,1518,3
1070,1519,3
1071,1520,8
1072,1521,5
1073,1523,8
1074,1527,8
1075,1528,8
1076,1530,8
1077,1533,3
1078,1535,8
1079,1537,8
1080,1539,6
1081,1540,8
1082,1542,3
1083,1543,8
1084,1546,4
1085,1548,8
1086,1549,4
1087,1551,4
1088,1552,8
1089,1553,8
1090,1556,4
1091,1557,8
1092,1559,7
1093,1560,8
1094,1561,4
1095,1562,8
1096,1564,3
1097,1565,1
1098,1566,8
1099,1568,4
1100,1569,8
1101,1570,8
1102,1571,4
1103,1572,8
1104,1573,7
1105,1574,4
1106,1577,8
1107,1578,8
1108,1579,4
1109,1580,8
1110,1581,8
1111,1582,4
1112,1583,8
1113,1584,8
1114,1586,8
1115,1588,9
1116,1589,8
1117,1590,8
1118,1593,9
1119,1596,8
1120,1598,1
1121,1599,8
1122,1600,8
1123,1601,8
1124,1602,4
1125,1603,4
1126,1604,8
1127,1605,8
1128,1606,8
1129,1607,4
1130,1608,8
1131,1609,5
1132,1610,3
1133,1611,5
1134,1612,8
1135,1613,4
1136,1614,8
1137,1615,7
1138,1616,8
1139,1618,5
1140,1619,4
1141,1622,8
1142,1623,6
1143,1624,5
1144,1625,9
1145,1626,4
1146,1627,5
1147,1628,8
1148,1631,8
1149,1632,8
1150,1633,8
1151,1634,8
1152,1635,8
1153,1636,8
1154,1637,8
1155,1638,8
1156,1640,6
1157,1644,8
1158,1646,9
1159,1647,8
1160,1648,8
1161,1649,3
1162,1650,8
1163,1651,6
1164,1653,7
1165,1654,3
1166,1656,8
1167,1657,8
1168,1658,8
1169,1659,8
1170,1660,5
1171,1661,5
1172,1665,8
1173,1666,8
1174,1668,8
1175,1670,8
1176,1671,9
1177,1672,8
1178,1673,5
1179,1674,7
1180,1676,8
1181,1677,8
1182,1678,8
1183,1679,3
1184,1680,8
1185,1681,8
1186,1682,8
1187,1683,4
1188,1684,4
1189,1688,7
1190,1689,3
1191,1691,8
1192,1692,4
1193,1693,8
1194,1694,8
1195,1695,8
1196,1696,8
1197,1698,8
1198,1699,4
1199,1700,8
1200,1701,8
1201,1702,1
1202,1703,8
1203,1704,7
1204,1707,8
1205,1708,8
1206,1710,3
1207,1711,3
1208,1714,3
1209,1716,8
1210,1717,8
1211,1718,8
1212,1719,7
1213,1720,9
1214,1722,3
1215,1723,3
1216,1724,8
1217,1725,6
1218,1726,4
1219,1728,3
1220,1730,8
1221,1731,8
1222,1732,8
1223,1733,10
1224,1735,8
1225,1736,5
1226,1738,8
1227,1739,8
1228,1741,5
1229,1742,7
1230,1743,4
1231,1744,6
1232,1745,4
1233,1746,6
1234,1747,6
1235,1749,4
1236,1750,8
1237,1751,7
1238,1755,3
1239,1756,4
1240,1758,8
1241,1759,8
1242,1760,3
1243,1761,8
1244,1763,7
1245,1767,6
1246,1768,8
1247,1769,8
1248,1770,4
1249,1772,8
1250,1773,7
1251,1774,8
1252,1776,8
1253,1778,8
1254,1779,8
1255,1780,8
1256,1781,8
1257,1784,9
1258,1786,4
1259,1787,8
1260,1788,1
1261,1789,8
1262,1790,8
1263,1791,8
1264,1793,8
1265,1795,8
1266,1796,8
1267,1798,3
1268,1799,9
1269,1801,7
1270,1803,7
1271,1805,8
1272,1806,4
1273,1808,8
1274,1809,8
1275,1810,8
1276,1811,8
1277,1812,8
1278,1813,8
1279,1816,4
1280,1818,8
1281,1819,4
1282,1820,8
1283,1821,8
1284,1822,8
1285,1824,8
1286,1825,4
1287,1826,8
1288,1829,8
1289,1830,5
1290,1831,4
1291,1832,5
1292,1834,7
1293,1835,4
1294,1837,8
1295,1838,8
1296,1839,8
1297,1842,8
1298,1843,8
1299,1848,8
1300,1850,8
1301,1851,4
1302,1852,8
1303,1853,8
1304,1854,6
1305,1855,8
1306,1856,7
1307,1857,8
1308,1858,8
1309,1859,8
1310,1860,8
1311,1861,4
1312,1862,4
1313,1863,7
1314,1865,9
1315,1868,6
1316,1870,8
1317,1871,8
1318,1872,6
1319,1873,8
1320,1874,8
1321,1875,8
1322,1876,4
1323,1878,4
1324,1879,6
1325,1880,8
1326,1881,8
1327,1883,4
1328,1884,8
1329,1888,8
1330,1889,8
1331,1890,8
1332,1892,4
1333,1893,8
1334,1894,5
1335,1895,8
1336,1896,8
1337,1897,8
1338,1898,8
1339,1901,9
1340,1902,6
1341,1903,8
1342,1904,3
1343,1906,8
1344,1907,8
1345,1908,4
1346,1909,8
1347,1910,4
1348,1913,5
1349,1915,6
1350,1916,8
1351,1918,4
1352,1919,8
1353,1920,10
1354,1921,5
1355,1922,5
1356,1923,8
1357,1925,8
1358,1926,9
1359,1927,4
1360,1929,5
1361,1930,8
1362,1931,6
1363,1932,7
1364,1933,8
1365,1934,8
1366,1935,3
1367,1936,4
1368,1940,8
1369,1941,7
1370,1942,8
1371,1943,4
1372,1944,4
1373,1945,8
1374,1946,5
1375,1947,8
1376,1948,8
1377,1949,9
1378,1950,8
1379,1951,4
1380,1954,8
1381,1955,8
1382,1956,4
1383,1957,4
1384,1958,5
1385,1959,6
1386,1960,8
1387,1961,8
1388,1962,6
1389,1964,6
1390,1966,8
1391,1968,8
1392,1969,6
1393,1970,8
1394,1971,8
1395,1974,8
1396,1976,6
1397,1978,8
1398,1979,3
1399,1981,8
1400,1983,8
1401,1985,3
1402,1987,3
1403,1988,8
1404,1989,3
1405,1992,4
1406,1994,8
1407,1995,8
1408,1996,6
1409,1997,6
1410,1998,5
1411,2001,6
1412,2002,6
1413,2005,8
1414,2006,5
1415,2007,8
1416,2009,8
1417,2010,8
1418,2011,8
1419,2012,9
1420,2013,8
1421,2014,3
1422,2017,8
1423,2019,8
1424,2020,8
1425,2022,8
1426,2024,6
1427,2025,8
1428,2027,7
1429,2029,8
1430,2031,8
1431,2032,8
1432,2033,4
1433,2034,4
1434,2036,5
1435,2037,6
1436,2038,4
1437,2039,1
1438,2040,4
1439,2041,6
1440,2042,8
1441,2043,4
1442,2044,8
1443,2045,6
1444,2046,1
1445,2047,4
1446,2049,8
1447,2050,11
1448,2052,4
1449,2053,4
1450,2054,8
1451,2055,8
1452,2056,6
1453,2058,8
1454,2059,10
1455,2061,4
1456,2062,5
1457,2063,9
1458,2064,8
1459,2066,3
1460,2067,7
1461,2068,6
1462,2069,8
1463,2074,6
1464,2077,8
1465,2078,8
1466,2079,8
1467,2080,8
1468,2081,8
1469,2082,8
1470,2085,4
1471,2087,8
1472,2088,7
1473,2090,8
1474,2091,4
1475,2092,8
1476,2093,8
1477,2094,8
1478,2097,8
1479,2098,4
1480,2100,8
1481,2101,5
1482,2103,3
1483,2104,8
1484,2105,8
1485,2108,6
1486,2109,8
1487,2110,8
1488,2111,8
1489,2112,4
1490,2113,8
1491,2114,3
1492,2115,5
1493,2116,8
1494,2117,6
1495,2119,8
1496,2120,8
1497,2121,6
1498,2123,5
1499,2124,4
1500,2125,4
1501,2128,8
1502,2129,8
1503,2131,8
1504,2132,4
1505,2133,8
1506,2134,8
1507,2135,3
1508,2136,8
1509,2138,3
1510,2139,8
1511,2140,8
1512,2141,9
1513,2142,8
1514,2143,11
1515,2146,8
1516,2147,5
1517,2148,8
1518,2149,6
1519,2150,8
1520,2151,8
1521,2152,8
1522,2153,8
1523,2154,1
1524,2155,6
1525,2156,4
1526,2157,4
1527,2158,8
1528,2159,7
1529,2160,5
1530,2163,8
1531,2164,8
1532,2166,8
1533,2167,8
1534,2168,3
1535,2170,7
1536,2173,5
1537,2174,4
1538,2175,6
1539,2177,8
1540,2179,8
1541,2180,6
1542,2181,6
1543,2182,7
1544,2183,8
1545,2184,8
1546,2186,4
1547,2187,8
1548,2188,8
1549,2189,8
1550,2192,8
1551,2193,8
1552,2194,5
1553,2195,3
1554,2196,4
1555,2197,6
1556,2198,8
1557,2200,8
1558,2202,1
1559,2203,8
1560,2204,6
1561,2206,4
1562,2207,3
1563,2208,6
1564,2209,7
1565,2210,8
1566,2213,8
1567,2214,7
1568,2215,8
1569,2218,8
1570,2219,1
1571,2220,3
1572,2221,9
1573,2222,8
1574,2224,6
1575,2226,8
1576,2229,8
1577,2230,5
1578,2231,8
1579,2232,8
1580,2233,8
1581,2234,8
1582,2236,5
1583,2237,4
1584,2239,8
1585,2240,6
1586,2241,4
1587,2242,2
1588,2243,8
1589,2244,8
1590,2245,9
1591,2246,8
1592,2247,8
1593,2248,6
1594,2249,1
1595,2251,8
1596,2252,6
1597,2255,8
1598,2256,7
1599,2257,6
1600,2260,8
1601,2261,8
1602,2263,6
1603,2264,4
1604,2265,8
1605,2266,8
1606,2267,9
1607,2268,7
1608,2269,6
1609,2270,6
1610,2271,8
1611,2273,8
1612,2274,3
1613,2275,4
1614,2277,6
1615,2278,10
1616,2282,8
1617,2283,8
1618,2284,8
1619,2288,8
1620,2289,8
1621,2290,8
1622,2293,8
1623,2294,4
1624,2295,3
1625,2296,8
1626,2298,8
1627,2299,8
1628,2300,8
1629,2301,8
1630,2302,4
1631,2303,8
1632,2305,8
1633,2306,5
1634,2307,3
1635,2308,8
1636,2309,4
1637,2310,8
1638,2311,8
1639,2313,8
1640,2315,4
1641,2316,8
1642,2317,8
1643,2319,8
1644,2320,8
1645,2323,5
1646,2324,8
1647,2325,8
1648,2326,8
1649,2327,6
1650,2328,6
1651,2329,4
1652,2330,8
1653,2331,8
1654,2333,8
1655,2334,8
1656,2335,3
1657,2336,4
1658,2337,4
1659,2338,8
1660,2339,8
1661,2340,8
1662,2343,4
1663,2344,4
1664,2347,8
1665,2348,8
1666,2350,1
1667,2351,4
1668,2352,3
1669,2353,8
1670,2355,4
1671,2356,1
1672,2358,6
1673,2360,5
1674,2361,4
1675,2362,7
1676,2363,8
1677,2364,9
1678,2365,5
1679,2366,9
1680,2367,8
1681,2368,8
1682,2370,8
1683,2371,8
1684,2373,5
1685,2374,6
1686,2377,8
1687,2378,8
1688,2379,8
1689,2381,8
1690,2383,8
1691,2384,5
1692,2386,8
1693,2387,8
1694,2388,11
1695,2389,9
1696,2390,4
1697,2391,4
1698,2395,8
1699,2396,4
1700,2398,8
1701,2400,3
1702,2401,8
1703,2402,8
1704,2403,4
1705,2404,8
1706,2405,8
1707,2406,4
1708,2408,3
1709,2409,8
1710,2410,3
1711,2411,8
1712,2412,8
1713,2413,6
1714,2414,8
1715,2415,8
1716,2419,8
1717,2422,4
1718,2425,4
1719,2427,4
1720,2428,8
1721,2429,8
1722,2430,8
1723,2431,8
1724,2432,4
1725,2433,6
1726,2434,8
1727,2435,8
1728,2436,8
1729,2438,1
1730,2439,3
1731,2440,8
1732,2442,8
1733,2443,8
1734,2446,9
1735,2447,8
1736,2448,8
1737,2452,4
1738,2455,3
1739,2457,5
1740,2459,8
1741,2460,8
1742,2461,8
1743,2462,5
1744,2464,6
1745,2465,8
1746,2468,7
1747,2469,4
1748,2470,8
1749,2471,4
1750,2473,6
1751,2474,5
1752,2475,4
1753,2476,8
1754,2477,8
1755,2480,8
1756,2482,8
1757,2483,8
1758,2484,8
1759,2485,8
1760,2486,8
1761,2489,6
1762,2491,4
1763,2492,3
1764,2493,5
1765,2494,8
1766,2495,4
1767,2497,8
1768,2498,10
1769,2499,4
1770,2500,6
1771,2501,9
1772,2502,8
1773,2506,3
1774,2507,8
1775,2508,8
1776,2509,4
1777,2511,3
1778,2512,8
1779,2513,1
1780,2514,8
1781,2516,8
1782,2517,8
1783,2518,1
1784,2519,4
1785,2521,3
1786,2523,3
1787,2524,8
1788,2525,1
1789,2526,4
1790,2527,8
1791,2528,4
1792,2531,4
1793,2532,8
1794,2533,8
1795,2534,8
1796,2536,6
1797,2538,8
1798,2539,4
1799,2542,5
1800,2543,8
1801,2545,8
1802,2546,8
1803,2547,8
1804,2548,1
1805,2549,4
1806,2550,8
1807,2551,3
1808,2552,8
1809,2553,5
1810,2555,8
1811,2556,8
1812,2557,8
1813,2558,8
1814,2559,4
1815,2560,1
1816,2561,8
1817,2563,8
1818,2564,8
1819,2565,8
1820,2566,4
1821,2567,5
1822,2569,9
1823,2570,3
1824,2572,9
1825,2573,6
1826,2574,9
1827,2575,4
1828,2576,4
1829,2577,8
1830,2578,4
1831,2579,4
1832,2580,8
1833,2581,8
1834,2586,8
1835,2587,4
1836,2588,8
1837,2589,5
1838,2591,8
1839,2592,6
1840,2593,8
1841,2594,5
1842,2595,8
1843,2596,8
1844,2598,3
1845,2599,8
1846,2600,4
1847,2601,8
1848,2602,8
1849,2606,7
1850,2607,8
1851,2609,9
1852,2611,8
1853,2612,8
1854,2613,5
1855,2616,9
1856,2618,6
1857,2619,8
1858,2621,8
1859,2622,8
1860,2623,1
1861,2624,4
1862,2625,8
1863,2626,8
1864,2627,3
1865,2629,8
1866,2630,4
1867,2633,6
1868,2636,4
1869,2637,6
1870,2638,11
1871,2640,5
1872,2642,8
1873,2643,8
1874,2645,8
1875,2646,4
1876,2647,4
1877,2648,7
1878,2649,8
1879,2650,4
1880,2651,8
1881,2655,8
1882,2656,8
1883,2658,4
1884,2659,8
1885,2660,4
1886,2661,4
1887,2662,4
1888,2664,4
1889,2665,9
1890,2667,8
1891,2668,8
1892,2670,4
1893,2674,4
1894,2677,3
1895,2679,5
1896,2680,8
1897,2681,6
1898,2682,8
1899,2683,4
1900,2684,8
1901,2685,8
1902,2686,8
1903,2689,6
1904,2691,4
1905,2693,7
1906,2694,8
1907,2697,8
1908,2698,7
1909,2699,5
1910,2701,8
1911,2703,4
1912,2704,6
1913,2706,8
1914,2708,4
1915,2709,8
1916,2710,3
1917,2712,8
1918,2713,3
1919,2714,6
1920,2716,3
1921,2718,8
1922,2720,6
1923,2721,8
1924,2722,8
1925,2723,8
1926,2726,4
1927,2727,8
1928,2730,5
1929,2731,5
1930,2733,7
1931,2734,8
1932,2735,8
1933,2736,7
1934,2737,8
1935,2740,4
1936,2741,4
1937,2742,8
1938,2744,6
1939,2745,7
1940,2746,9
1941,2747,4
1942,2748,8
1943,2750,8
1944,2751,1
1945,2753,4
1946,2757,8
1947,2758,8
1948,2759,9
1949,2760,8
1950,2761,6
1951,2762,8
1952,2763,9
1953,2765,8
1954,2766,8
1955,2767,8
1956,2768,8
1957,2769,3
1958,2770,7
