"customer_id","probability_success"
"1",3,67.9527565771765
"2",4,13.2503567684724
"3",7,26.8297080697267
"4",9,12.2156609125725
"5",13,47.4739059629991
"6",17,3.48747189912662
"7",20,16.0256673620185
"8",21,5.76867290690266
"9",22,4.22926968396766
"10",25,4.45032353537022
"11",26,5.44205370081892
"12",41,3.04334954358101
"13",44,4.64920246645064
"14",56,2.62553495668925
"15",59,6.92355824015298
"16",62,4.00880558922868
"17",73,5.1356429131889
"18",76,4.52130495113042
"19",80,3.89923717071974
"20",85,5.62348092665032
"21",88,5.25324111560991
"22",89,3.12721837217958
"23",91,16.3503154792274
"24",93,3.96135258910691
"25",96,3.66717003471376
"26",98,13.700794803766
"27",107,7.89086102901359
"28",108,3.1573548671271
"29",111,6.01966406553255
"30",113,63.1868376516798
"31",115,2.70214125557475
"32",121,4.44720578167095
"33",123,20.069598977691
"34",124,2.92135733226529
"35",128,4.2104778529406
"36",130,3.71529712510543
"37",131,4.10574410163135
"38",136,9.56571809620848
"39",141,26.9718814329895
"40",147,26.0462474840805
"41",149,5.38401405184923
"42",151,16.3913344269118
"43",156,2.77623597829077
"44",158,13.3145877069144
"45",159,7.42583445136718
"46",160,10.5254539100428
"47",162,4.38616650436539
"48",165,5.74521527882017
"49",167,3.25127079226255
"50",169,11.6146205489003
"51",170,32.7559695036541
"52",172,7.48043367753976
"53",175,2.96506043068889
"54",178,11.1351283133779
"55",182,3.15835547476672
"56",184,2.64714978443113
"57",194,28.5300349005286
"58",195,3.74198852498867
"59",203,7.50820187312778
"60",211,8.09063274240907
"61",215,17.0821787741894
"62",216,8.68681172937737
"63",217,5.62716190668783
"64",219,8.37406405351545
"65",224,15.0448783541438
"66",226,6.69105300793475
"67",228,12.6321346442354
"68",229,6.00382870878358
"69",232,2.41736612268122
"70",240,3.50405404692478
"71",245,30.767569851841
"72",246,42.360566976254
"73",248,11.4377822195026
"74",250,1.58169300467912
"75",251,5.66186763553488
"76",255,2.67091782492315
"77",256,6.84745766476685
"78",261,3.27992070854531
"79",263,36.0174855388187
"80",269,15.1243820134977
"81",272,3.89433586637708
"82",285,1.80797914733986
"83",292,4.76248292217572
"84",294,5.37430956422848
"85",303,38.9699996649969
"86",305,6.38255769567588
"87",311,3.25127079226255
"88",320,4.25675737876969
"89",322,4.72262526979705
"90",327,3.4203489651469
"91",330,6.34002943158537
"92",333,4.94132191954213
"93",336,8.49123855559145
"94",340,10.8797011770015
"95",347,15.9334995578697
"96",348,4.45032353537022
"97",350,2.4299444362206
"98",352,5.02895469091063
"99",354,3.04334954358101
"100",359,3.25112277870845
"101",362,21.0412867001092
"102",365,5.34498382277051
"103",366,4.75506815835916
"104",369,7.7993077186442
"105",375,5.09256937835504
"106",376,2.48315458423005
"107",377,6.26128961007866
"108",382,9.03476219864088
"109",386,3.01838670161853
"110",387,7.72072548728761
"111",389,4.10565107149553
